id,name,isActive,type,users,resources
R3JvdXA6MjA0OTI5,Network Administration,True,SYNCED,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjozOTg1NzY=', 'VXNlcjozOTg1Nzg=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDM2NDc=', 'VXNlcjo0MDgyODE=', 'VXNlcjo0MDgyODI=', 'VXNlcjo0MDgyODM=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0MzY1MDY=', 'VXNlcjo0MzY1MDc=', 'VXNlcjo0MzY1MDg=', 'VXNlcjo0MzY1MDk=', 'VXNlcjo0MzY1MTA=', 'VXNlcjo0NTk0MTg=', 'VXNlcjo0NTk0MTk=', 'VXNlcjo0NTk0MjA=', 'VXNlcjo0NTk0MjM=', 'VXNlcjo0NTk0MjQ=', 'VXNlcjo0NTk0MjU=', 'VXNlcjo0NTk0Mjc=', 'VXNlcjo0NTk5ODc=', 'VXNlcjo0NjY4Nzg=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0NzI2MTg=', 'VXNlcjo0NzMxNzM=', 'VXNlcjo0NzMxNzU=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMxNzk=', 'VXNlcjo0NzMxODg=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo0NzMxOTQ=', 'VXNlcjo0NzMxOTU=', 'VXNlcjo0NzMxOTg=', 'VXNlcjo0NzMxOTk=', 'VXNlcjo0NzMyMDE=', 'VXNlcjo0NzMyMDI=', 'VXNlcjo0NzMyMDM=', 'VXNlcjo0NzMyMDU=', 'VXNlcjo0NzMyODI=', 'VXNlcjo0NzMyODM=', 'VXNlcjo0NzMyODU=', 'VXNlcjo0NzMyODY=', 'VXNlcjo0NzMyODg=', 'VXNlcjo0NzMyODk=', 'VXNlcjo0NzMyOTA=', 'VXNlcjo0NzMyOTE=']","['UmVzb3VyY2U6MjM0ODc3NA==', 'UmVzb3VyY2U6MjM1OTgxMw==', 'UmVzb3VyY2U6MjM2MzU0NA==', 'UmVzb3VyY2U6MjM2MzU0NQ==', 'UmVzb3VyY2U6MjM2MzU0Nw==', 'UmVzb3VyY2U6MjQ0ODYwNg==', 'UmVzb3VyY2U6MjQ2NDM3OQ==', 'UmVzb3VyY2U6MzQ4NDAxNA==', 'UmVzb3VyY2U6MzQ4NDAxNQ==', 'UmVzb3VyY2U6MzQ4NDAxNw==', 'UmVzb3VyY2U6MzQ4NDA0Mw==', 'UmVzb3VyY2U6MzQ4NDA0NA==', 'UmVzb3VyY2U6MzQ4NDA1Mg==', 'UmVzb3VyY2U6MzQ4NDA1Ng==']"
R3JvdXA6MjA0OTMw,Product Administration,True,SYNCED,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjozOTg1NzY=', 'VXNlcjozOTg1Nzg=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDM2NDc=', 'VXNlcjo0MDgyODE=', 'VXNlcjo0MDgyODI=', 'VXNlcjo0MDgyODM=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0MzY1MDY=', 'VXNlcjo0MzY1MDc=', 'VXNlcjo0MzY1MDg=', 'VXNlcjo0MzY1MDk=', 'VXNlcjo0MzY1MTA=', 'VXNlcjo0NTk0MTg=', 'VXNlcjo0NTk0MTk=', 'VXNlcjo0NTk0MjA=', 'VXNlcjo0NTk0MjM=', 'VXNlcjo0NTk0MjQ=', 'VXNlcjo0NTk0MjU=', 'VXNlcjo0NTk0Mjc=', 'VXNlcjo0NTk5ODc=', 'VXNlcjo0NjY4Nzg=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0NzI2MTg=', 'VXNlcjo0NzMxNzM=', 'VXNlcjo0NzMxNzU=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMxNzk=', 'VXNlcjo0NzMxODg=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo0NzMxOTQ=', 'VXNlcjo0NzMxOTU=', 'VXNlcjo0NzMxOTg=', 'VXNlcjo0NzMxOTk=', 'VXNlcjo0NzMyMDE=', 'VXNlcjo0NzMyMDI=', 'VXNlcjo0NzMyMDM=', 'VXNlcjo0NzMyMDU=', 'VXNlcjo0NzMyODI=', 'VXNlcjo0NzMyODM=', 'VXNlcjo0NzMyODU=', 'VXNlcjo0NzMyODY=', 'VXNlcjo0NzMyODg=', 'VXNlcjo0NzMyODk=', 'VXNlcjo0NzMyOTA=', 'VXNlcjo0NzMyOTE=']","['UmVzb3VyY2U6MjM0ODczNQ==', 'UmVzb3VyY2U6MzQ4NDAzNw==']"
R3JvdXA6MjA0OTMy,Full Tunnel,True,SYNCED,[],[]
R3JvdXA6MjIyODUx,Temp Notion.com,False,MANUAL,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo1MjM3ODI=', 'VXNlcjo1MjYzNjY=', 'VXNlcjo1NTAzOTg=']","['UmVzb3VyY2U6MjQ1ODc5MQ==', 'UmVzb3VyY2U6MjQ1ODc5Mg==']"
R3JvdXA6MjM0NTA5,Infrastructure Security Team,False,SYNCED,"['VXNlcjozOTg1Nzk=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo1MjAyNzc=', 'VXNlcjo1MzU2NzE=', 'VXNlcjo2MzA4NzM=', 'VXNlcjoxMTM2OTEz']","['UmVzb3VyY2U6MjQ4NDI2Nw==', 'UmVzb3VyY2U6MjQ4NDU2OA==', 'UmVzb3VyY2U6MjQ4NDU3NA==', 'UmVzb3VyY2U6MjU1MTk3NA==', 'UmVzb3VyY2U6MjU1NDQyNg==', 'UmVzb3VyY2U6MzMwNDcwOA==']"
R3JvdXA6MjM1MDQ2,"Governance, Risk, & Compliance Team",False,SYNCED,"['VXNlcjo1MzU2NjY=', 'VXNlcjo1MzU2Njk=', 'VXNlcjo1MzU2NzA=', 'VXNlcjo1MzU2Nzk=', 'VXNlcjo2NTE5MzA=', 'VXNlcjo4Mzk1MzA=', 'VXNlcjoxMTUyODA1']","['UmVzb3VyY2U6MjQ4NDU2OA==', 'UmVzb3VyY2U6MjQ4NDU3NA==']"
R3JvdXA6MjQ3MjM5,TEMP TESTING,True,MANUAL,"['VXNlcjo1MjAyNzQ=', 'VXNlcjo1MjAyNzc=', 'VXNlcjo1OTAzMTE=', 'VXNlcjo2MTIzMDI=']","['UmVzb3VyY2U6MzI3ODgwNg==', 'UmVzb3VyY2U6MzQ4NDAxMA==']"
R3JvdXA6Mjc4NjE4,Sales,False,SYNCED,"['VXNlcjo1MjAyNDM=', 'VXNlcjo1Mzg3Mzg=', 'VXNlcjo1NDA5NTA=', 'VXNlcjo1NDkxMTY=', 'VXNlcjo1NTE0NjY=', 'VXNlcjo1NTMzMTU=', 'VXNlcjo1NTM4NjQ=', 'VXNlcjo1NTQwMzE=', 'VXNlcjo1NTQyNjA=', 'VXNlcjo1NTk0Nzk=', 'VXNlcjo1NjUyODk=', 'VXNlcjo1NjcxMjA=', 'VXNlcjo1Njg0MDU=', 'VXNlcjo1Njg0Mzc=', 'VXNlcjo1Njg4NTE=', 'VXNlcjo1Njg5OTM=', 'VXNlcjo1Njg5OTQ=', 'VXNlcjo1NjkwMjQ=', 'VXNlcjo1Njk0MTU=', 'VXNlcjo1Njk0MTc=', 'VXNlcjo1Njk0NjM=', 'VXNlcjo1NzAzNzI=', 'VXNlcjo1NzIyMDU=', 'VXNlcjo1NzIyMDc=', 'VXNlcjo1NzIyNzE=', 'VXNlcjo1NzM0NDA=', 'VXNlcjo1NzQ0MDQ=', 'VXNlcjo1NzQ0MTI=', 'VXNlcjo1NzUzNDk=', 'VXNlcjo1NzkxMDQ=', 'VXNlcjo1NzkxNjY=', 'VXNlcjo1Nzk3MzI=', 'VXNlcjo1ODcyMTA=', 'VXNlcjo1ODcyMTE=', 'VXNlcjo1ODkwODU=', 'VXNlcjo1ODk4MTk=', 'VXNlcjo1OTUzNTg=', 'VXNlcjo1OTcwOTQ=', 'VXNlcjo1OTcxODk=', 'VXNlcjo1OTc2NTk=', 'VXNlcjo1OTc4MzI=', 'VXNlcjo1OTc4MzM=', 'VXNlcjo1OTc4MzU=', 'VXNlcjo2MDEwMjc=', 'VXNlcjo2MDEzNzQ=', 'VXNlcjo2MDE2MjY=', 'VXNlcjo2MDM3MTQ=', 'VXNlcjo2MTM4MzQ=', 'VXNlcjo2MTYwNzg=', 'VXNlcjo2MTY3MDc=']",['UmVzb3VyY2U6MjkzNDc4Mg==']
R3JvdXA6MjgxMjQw,Elasticsearch,True,SYNCED,"['VXNlcjozODUwMDI=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMyODY=', 'VXNlcjo1MTgyNzk=', 'VXNlcjo1MjAzNDA=', 'VXNlcjo1NzI0ODI=', 'VXNlcjo1OTkzNTg=', 'VXNlcjo3ODA0NDU=', 'VXNlcjo4Njk3OTM=', 'VXNlcjo5NjAwNTg=', 'VXNlcjoxMTUyODAz', 'VXNlcjoxMTkzMjE3', 'VXNlcjoxMzkyMDUw']","['UmVzb3VyY2U6MjM2MzU0Ng==', 'UmVzb3VyY2U6MjUyMzkxNw==', 'UmVzb3VyY2U6MjUyNDA0OQ==', 'UmVzb3VyY2U6MjcyMzk1NA==', 'UmVzb3VyY2U6Mjc1NzU0Mw==', 'UmVzb3VyY2U6MzQ0NDgyMA==', 'UmVzb3VyY2U6MzQ3OTY3Ng==', 'UmVzb3VyY2U6MzQ4NDAzMA==', 'UmVzb3VyY2U6MzQ4NDA0Nw==', 'UmVzb3VyY2U6MzQ4NDA0OA==', 'UmVzb3VyY2U6MzQ4NDA1MQ==', 'UmVzb3VyY2U6MzQ5MTczMg==']"
R3JvdXA6Mjk2NTk3,EPD,True,SYNCED,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjozOTg1NzY=', 'VXNlcjozOTg1Nzg=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDM2NDc=', 'VXNlcjo0MDgyODE=', 'VXNlcjo0MDgyODI=', 'VXNlcjo0MDgyODM=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0MzY1MDY=', 'VXNlcjo0MzY1MDc=', 'VXNlcjo0MzY1MDg=', 'VXNlcjo0MzY1MDk=', 'VXNlcjo0MzY1MTA=', 'VXNlcjo0NTk0MTg=', 'VXNlcjo0NTk0MTk=', 'VXNlcjo0NTk0MjA=', 'VXNlcjo0NTk0MjM=', 'VXNlcjo0NTk0MjQ=', 'VXNlcjo0NTk0MjU=', 'VXNlcjo0NTk0Mjc=', 'VXNlcjo0NTk5ODc=', 'VXNlcjo0NjY4Nzg=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0NzI2MTg=', 'VXNlcjo0NzMxNzM=', 'VXNlcjo0NzMxNzU=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMxNzk=', 'VXNlcjo0NzMxODg=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo0NzMxOTQ=', 'VXNlcjo0NzMxOTU=', 'VXNlcjo0NzMxOTg=', 'VXNlcjo0NzMxOTk=', 'VXNlcjo0NzMyMDE=', 'VXNlcjo0NzMyMDI=', 'VXNlcjo0NzMyMDM=', 'VXNlcjo0NzMyMDU=', 'VXNlcjo0NzMyODI=', 'VXNlcjo0NzMyODM=', 'VXNlcjo0NzMyODU=', 'VXNlcjo0NzMyODY=', 'VXNlcjo0NzMyODg=', 'VXNlcjo0NzMyODk=', 'VXNlcjo0NzMyOTA=', 'VXNlcjo0NzMyOTE=']","['UmVzb3VyY2U6MjM0ODc3NA==', 'UmVzb3VyY2U6MjM1ODg2Mg==', 'UmVzb3VyY2U6MjM1ODg2OA==', 'UmVzb3VyY2U6MjM1OTgxMw==', 'UmVzb3VyY2U6MjM2MzU0Mg==', 'UmVzb3VyY2U6MjM2MzU0Mw==', 'UmVzb3VyY2U6MjM2MzU0NA==', 'UmVzb3VyY2U6MjM2MzU0NQ==', 'UmVzb3VyY2U6MjM2MzU0Ng==', 'UmVzb3VyY2U6MjM2MzU0Nw==', 'UmVzb3VyY2U6MjQ1ODc5MQ==', 'UmVzb3VyY2U6MjQ1ODc5Mg==', 'UmVzb3VyY2U6MjQ2NDM3OQ==', 'UmVzb3VyY2U6MjUxNjA5OQ==', 'UmVzb3VyY2U6MjUyMTA5MQ==', 'UmVzb3VyY2U6MjUyMTQ3OQ==', 'UmVzb3VyY2U6MjUyMjA2OQ==', 'UmVzb3VyY2U6MjUyMjE0OQ==', 'UmVzb3VyY2U6MjUyMjE1MA==', 'UmVzb3VyY2U6MjUyNDA0OQ==', 'UmVzb3VyY2U6MjUyNzkyMA==', 'UmVzb3VyY2U6MjUzMzk3OA==', 'UmVzb3VyY2U6MjUzMzk3OQ==', 'UmVzb3VyY2U6MjUzMzk4Mw==', 'UmVzb3VyY2U6MjUzMzk4NA==', 'UmVzb3VyY2U6MjUzMzk4NQ==', 'UmVzb3VyY2U6MjUzMzk4Nw==', 'UmVzb3VyY2U6MjUzMzk4OA==', 'UmVzb3VyY2U6MjUzMzk4OQ==', 'UmVzb3VyY2U6MjUzMzk5MA==', 'UmVzb3VyY2U6MjUzMzk5MQ==', 'UmVzb3VyY2U6MjUzNTU1NA==', 'UmVzb3VyY2U6MjUzNTU1OQ==', 'UmVzb3VyY2U6MjU0Njg4OQ==', 'UmVzb3VyY2U6MjYyNzcxMA==', 'UmVzb3VyY2U6MjYyNzcxMQ==', 'UmVzb3VyY2U6Mjc2MjU4MQ==', 'UmVzb3VyY2U6Mjc3MjAyNg==', 'UmVzb3VyY2U6Mjg2MjE0Mw==', 'UmVzb3VyY2U6MjkzNDc4Mg==', 'UmVzb3VyY2U6Mjk3NTQ1Ng==', 'UmVzb3VyY2U6MzAzMzgwNA==', 'UmVzb3VyY2U6MzA3MzQ3Mg==', 'UmVzb3VyY2U6MzI1MDI4MA==', 'UmVzb3VyY2U6MzMwMjkzMw==', 'UmVzb3VyY2U6MzMwNDI5Mg==', 'UmVzb3VyY2U6MzMyMDkxOQ==', 'UmVzb3VyY2U6MzMyOTM0Nw==', 'UmVzb3VyY2U6MzMzMDAwNA==', 'UmVzb3VyY2U6MzM0NDA1OQ==']"
R3JvdXA6Mjk3NzU1,Marketing,False,SYNCED,"['VXNlcjo1NTAzOTg=', 'VXNlcjo1OTc4MzY=', 'VXNlcjo1OTkyNzg=', 'VXNlcjo2NTEwOTA=', 'VXNlcjo2NjA5MDk=', 'VXNlcjo2NjQ0MzI=', 'VXNlcjo2NzMxMzE=', 'VXNlcjo2NzU1MTk=', 'VXNlcjo3MDM4MTk=', 'VXNlcjo3NjQwMDE=', 'VXNlcjo4MzQ0NDE=', 'VXNlcjo4MzcxNzI=', 'VXNlcjo4NDM0ODc=', 'VXNlcjo4NDYyOTg=', 'VXNlcjo4NDg2OTQ=', 'VXNlcjo4NTc1Nzk=', 'VXNlcjo5MjUwMjg=', 'VXNlcjo5MjUwMzA=', 'VXNlcjo5MjUwMzE=', 'VXNlcjo5Mzk2ODc=', 'VXNlcjo5Njg1NTg=', 'VXNlcjo5ODc1NTQ=', 'VXNlcjo5OTc3OTU=', 'VXNlcjoxMDEyMTQw', 'VXNlcjoxMDI5NDI5', 'VXNlcjoxMDI5NDMz', 'VXNlcjoxMDI5NDM0', 'VXNlcjoxMDI5NDM1', 'VXNlcjoxMDM4NTU5', 'VXNlcjoxMDM4NTYw', 'VXNlcjoxMDM4NTYy', 'VXNlcjoxMDM4NzU4', 'VXNlcjoxMTI1MjM4', 'VXNlcjoxMTI2NzA1', 'VXNlcjoxMTMyNzk2', 'VXNlcjoxMTM1MDI3', 'VXNlcjoxMTQwMjE0', 'VXNlcjoxMTQ3MTIx', 'VXNlcjoxMTUyNjQ5', 'VXNlcjoxMTU0MjUx', 'VXNlcjoxMTU0MjUy', 'VXNlcjoxMTU0MjY0', 'VXNlcjoxMTU0MjY5', 'VXNlcjoxMTU0Mjc3', 'VXNlcjoxMTU0Mjg5', 'VXNlcjoxMTU0Mjkw', 'VXNlcjoxMTU0Mjk0', 'VXNlcjoxMTU0Mjk1', 'VXNlcjoxMTU0MzAy', 'VXNlcjoxMTU0MzI3']","['UmVzb3VyY2U6MjQ1ODc5MQ==', 'UmVzb3VyY2U6MjQ1ODc5Mg==']"
R3JvdXA6MzE1Njc5,Twingate - Access - Anyscale,True,SYNCED,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjozOTg1NzY=', 'VXNlcjozOTg1Nzg=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDM2NDc=', 'VXNlcjo0MDgyODE=', 'VXNlcjo0MDgyODI=', 'VXNlcjo0MDgyODM=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0MzY1MDY=', 'VXNlcjo0MzY1MDc=', 'VXNlcjo0MzY1MDg=', 'VXNlcjo0MzY1MDk=', 'VXNlcjo0MzY1MTA=', 'VXNlcjo0NTk0MTg=', 'VXNlcjo0NTk0MTk=', 'VXNlcjo0NTk0MjA=', 'VXNlcjo0NTk0MjM=', 'VXNlcjo0NTk0MjQ=', 'VXNlcjo0NTk0MjU=', 'VXNlcjo0NTk0Mjc=', 'VXNlcjo0NTk5ODc=', 'VXNlcjo0NjY4Nzg=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0NzI2MTg=', 'VXNlcjo0NzMxNzM=', 'VXNlcjo0NzMxNzU=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMxNzk=', 'VXNlcjo0NzMxODg=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo0NzMxOTQ=', 'VXNlcjo0NzMxOTU=', 'VXNlcjo0NzMxOTg=', 'VXNlcjo0NzMxOTk=', 'VXNlcjo0NzMyMDE=', 'VXNlcjo0NzMyMDI=', 'VXNlcjo0NzMyMDM=', 'VXNlcjo0NzMyMDU=', 'VXNlcjo0NzMyODI=', 'VXNlcjo0NzMyODM=', 'VXNlcjo0NzMyODU=', 'VXNlcjo0NzMyODY=', 'VXNlcjo0NzMyODg=', 'VXNlcjo0NzMyODk=', 'VXNlcjo0NzMyOTA=', 'VXNlcjo0NzMyOTE=']","['UmVzb3VyY2U6MjcyMzk1NA==', 'UmVzb3VyY2U6Mjc1NzU0Mw==', 'UmVzb3VyY2U6MzQ0NDgyMA==', 'UmVzb3VyY2U6MzQ5MTczMg==']"
R3JvdXA6MzIzNjI4,Twingate - Access - Utility,True,SYNCED,"['VXNlcjo2OTQzNDU=', 'VXNlcjo4ODYyNjg=', 'VXNlcjo4OTAxNTI=', 'VXNlcjo5MjQ3MjM=', 'VXNlcjoxMDQ1MDk4', 'VXNlcjoxMTUzNjQ4', 'VXNlcjoxMjg0MzA5', 'VXNlcjoxMjg0MzU0', 'VXNlcjoxMjkwNDk0', 'VXNlcjoxMzA3Mzg0', 'VXNlcjoxMzI4Mjgy']","['UmVzb3VyY2U6MjM0ODc3NA==', 'UmVzb3VyY2U6MzQ4NDA1Ng==']"
R3JvdXA6MzI0MjU0,Twingate - Access - Production,True,SYNCED,"['VXNlcjo2OTQzNDU=', 'VXNlcjo4ODYyNjg=', 'VXNlcjo4OTAxNTI=', 'VXNlcjo5MjQ3MjM=', 'VXNlcjoxMDQ1MDk4', 'VXNlcjoxMTUzNjQ4', 'VXNlcjoxMjg0MzA5', 'VXNlcjoxMjg0MzU0', 'VXNlcjoxMzA3Mzg0', 'VXNlcjoxMzI4Mjgy']","['UmVzb3VyY2U6MjM2MzU0NQ==', 'UmVzb3VyY2U6MjUzMzk4Nw==', 'UmVzb3VyY2U6MjUzMzk5MA==', 'UmVzb3VyY2U6MjUzMzk5MQ==', 'UmVzb3VyY2U6MjUzNTU1NA==', 'UmVzb3VyY2U6MzQ4NDA0NA==']"
R3JvdXA6MzUyNDA2,Twingate - Access - Dev,True,SYNCED,"['VXNlcjo2MzM3NjQ=', 'VXNlcjo3MjMxMDU=', 'VXNlcjo3Mzc4NjU=', 'VXNlcjoxMTU4ODA5', 'VXNlcjoxMzM0ODIx']","['UmVzb3VyY2U6MjUzMzk4NA==', 'UmVzb3VyY2U6MzQ0ODg3NQ==', 'UmVzb3VyY2U6MzQ5NDEwMQ==', 'UmVzb3VyY2U6MzQ5NDU2Nw==', 'UmVzb3VyY2U6MzQ5NDkwOQ==']"
R3JvdXA6Mzk4MjI1,MattJ-Test,False,MANUAL,['VXNlcjozODUwMDI='],"['UmVzb3VyY2U6MjQ4NDU2OA==', 'UmVzb3VyY2U6MjQ4NDU3NA==', 'UmVzb3VyY2U6MzQ4NDAxMg==', 'UmVzb3VyY2U6MzQ4NDAzNg==']"
R3JvdXA6NDA4MTI3,Info Security,False,SYNCED,"['VXNlcjozODUwMDI=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0ODI0OTI=', 'VXNlcjo1MDkzOTE=', 'VXNlcjo1MjAyNzc=', 'VXNlcjo1MjkyNDk=', 'VXNlcjo1MzQwNDQ=', 'VXNlcjo1MzU2NDA=', 'VXNlcjo1MzU2NjU=', 'VXNlcjo1MzU2NjY=', 'VXNlcjo1MzU2Njc=', 'VXNlcjo1MzU2Njg=', 'VXNlcjo1MzU2Njk=', 'VXNlcjo1MzU2NzA=', 'VXNlcjo1MzU2NzE=', 'VXNlcjo1MzU2NzM=', 'VXNlcjo1MzU2Nzc=', 'VXNlcjo1MzU2Nzg=', 'VXNlcjo1MzU2Nzk=', 'VXNlcjo1NDM1MTA=', 'VXNlcjo2MDA2MzQ=', 'VXNlcjo2MzA4NzM=', 'VXNlcjo2NDE3OTc=', 'VXNlcjo2NDI4OTQ=', 'VXNlcjo2NTE5MzA=', 'VXNlcjo2NjQ0NzE=', 'VXNlcjo2NjY0OTM=', 'VXNlcjo2OTI5OTc=', 'VXNlcjo3MjMxNDE=', 'VXNlcjo3Nzk5OTM=', 'VXNlcjo4MjYxMzQ=', 'VXNlcjo4Mzk1MzA=', 'VXNlcjo4Mzk1NTc=', 'VXNlcjo4NjMwODQ=', 'VXNlcjo4OTkwODI=', 'VXNlcjo5MjQ3MzE=', 'VXNlcjo5MzM3NjA=', 'VXNlcjo5NjIxMzg=', 'VXNlcjo5OTEyNjY=', 'VXNlcjo5OTIxNTk=', 'VXNlcjoxMTM2OTEz', 'VXNlcjoxMTM2OTM3', 'VXNlcjoxMTUyODA1', 'VXNlcjoxMTY0MDcz', 'VXNlcjoxMjI2MjIz']",['UmVzb3VyY2U6MzMwNDcwOA==']
R3JvdXA6Nzc2MzY4,USERTYPE.EMPLOYEE,True,SYNCED,"['VXNlcjozODQ5ODI=', 'VXNlcjozODUwMDI=', 'VXNlcjozOTg1NzY=', 'VXNlcjozOTg1Nzg=', 'VXNlcjozOTg1Nzk=', 'VXNlcjozOTg1ODQ=', 'VXNlcjo0MDM2NDc=', 'VXNlcjo0MDgyODE=', 'VXNlcjo0MDgyODI=', 'VXNlcjo0MDgyODM=', 'VXNlcjo0MDg0MDY=', 'VXNlcjo0MzY1MDY=', 'VXNlcjo0MzY1MDc=', 'VXNlcjo0MzY1MDg=', 'VXNlcjo0MzY1MDk=', 'VXNlcjo0MzY1MTA=', 'VXNlcjo0NTk0MTg=', 'VXNlcjo0NTk0MTk=', 'VXNlcjo0NTk0MjA=', 'VXNlcjo0NTk0MjM=', 'VXNlcjo0NTk0MjQ=', 'VXNlcjo0NTk0MjU=', 'VXNlcjo0NTk0Mjc=', 'VXNlcjo0NTk5ODc=', 'VXNlcjo0NjY4Nzg=', 'VXNlcjo0NjY4ODI=', 'VXNlcjo0NzE2MjI=', 'VXNlcjo0NzI2MTg=', 'VXNlcjo0NzMxNzM=', 'VXNlcjo0NzMxNzU=', 'VXNlcjo0NzMxNzY=', 'VXNlcjo0NzMxNzk=', 'VXNlcjo0NzMxODg=', 'VXNlcjo0NzMxOTM=', 'VXNlcjo0NzMxOTQ=', 'VXNlcjo0NzMxOTU=', 'VXNlcjo0NzMxOTg=', 'VXNlcjo0NzMxOTk=', 'VXNlcjo0NzMyMDE=', 'VXNlcjo0NzMyMDI=', 'VXNlcjo0NzMyMDM=', 'VXNlcjo0NzMyMDU=', 'VXNlcjo0NzMyODI=', 'VXNlcjo0NzMyODM=', 'VXNlcjo0NzMyODU=', 'VXNlcjo0NzMyODY=', 'VXNlcjo0NzMyODg=', 'VXNlcjo0NzMyODk=', 'VXNlcjo0NzMyOTA=', 'VXNlcjo0NzMyOTE=']","['UmVzb3VyY2U6MjM0ODc3NA==', 'UmVzb3VyY2U6MjM1ODg2Mg==', 'UmVzb3VyY2U6MjM1ODg2OA==', 'UmVzb3VyY2U6MjM1OTgxMw==', 'UmVzb3VyY2U6MjM2MzU0Mg==', 'UmVzb3VyY2U6MjM2MzU0Mw==', 'UmVzb3VyY2U6MjM2MzU0NA==', 'UmVzb3VyY2U6MjM2MzU0NQ==', 'UmVzb3VyY2U6MjM2MzU0Ng==', 'UmVzb3VyY2U6MjM2MzU0Nw==', 'UmVzb3VyY2U6MjQ1ODc5MQ==', 'UmVzb3VyY2U6MjQ1ODc5Mg==', 'UmVzb3VyY2U6MjUyMTQ3OQ==', 'UmVzb3VyY2U6MjUyNDA0OQ==', 'UmVzb3VyY2U6MjkzNDc4Mg==', 'UmVzb3VyY2U6Mjk4MDIyNA==', 'UmVzb3VyY2U6MzI1MDI4MA==', 'UmVzb3VyY2U6MzMyMDkxOQ==', 'UmVzb3VyY2U6MzM5NTEzMA==', 'UmVzb3VyY2U6MzQwMzc4MQ==', 'UmVzb3VyY2U6MzQ3OTY3Ng==', 'UmVzb3VyY2U6MzQ4NDAxNQ==', 'UmVzb3VyY2U6MzQ4NDAyMA==', 'UmVzb3VyY2U6MzQ4NDAyMg==', 'UmVzb3VyY2U6MzQ4NDAzMQ==', 'UmVzb3VyY2U6MzQ4NDAzNA==', 'UmVzb3VyY2U6MzQ4NDAzNQ==', 'UmVzb3VyY2U6MzQ4NDAzOQ==', 'UmVzb3VyY2U6MzQ4NDA0MQ==', 'UmVzb3VyY2U6MzQ4NDA0Mg==', 'UmVzb3VyY2U6MzQ4NDA0Mw==', 'UmVzb3VyY2U6MzQ4NDA0NA==', 'UmVzb3VyY2U6MzQ4NDA0Ng==', 'UmVzb3VyY2U6MzQ4NDA0Nw==', 'UmVzb3VyY2U6MzQ4NDA0OA==', 'UmVzb3VyY2U6MzQ4NDA1MQ==', 'UmVzb3VyY2U6MzQ4NDA1Mg==', 'UmVzb3VyY2U6MzQ4NDA1Mw==', 'UmVzb3VyY2U6MzQ4NDA1NA==', 'UmVzb3VyY2U6MzQ4NDA1Ng==', 'UmVzb3VyY2U6MzU3OTc2NQ==', 'UmVzb3VyY2U6MzU4NTg3MA==']"
